Date,AB,BC,ON,QC,SK,NS,MB,NL,NB,PE,,,,,,,,,,
23-06-2021,231503,147356,543753,374530,48435,5824,55707,1384,2322,206,,,,,,,,,,
24-06-2021,231597,147430,544051,374609,48488,5840,55790,1384,2323,206,,,,,,,,,,
25-06-2021,231674,147484,544355,374713,48553,5851,55883,1384,2324,206,,,,,,,,,,
26-06-2021,231719,147537,544602,374793,48594,5854,55979,1384,2325,206,,,,,,,,,,
27-06-2021,231757,147577,544810,374841,48613,5858,56043,1385,2326,206,,,,,,,,,,
28-06-2021,231816,147609,544994,374937,48667,5859,56106,1385,2329,207,,,,,,,,,,
29-06-2021,231892,147656,545236,375038,48695,5863,56179,1386,2332,207,,,,,,,,,,
30-06-2021,231952,147704,545471,375112,48716,5867,56258,1386,2332,207,,,,,,,,,,
01-07-2021,231989,147740,545661,375188,48741,5869,56309,1387,2336,207,,,,,,,,,,
02-07-2021,232024,147771,545858,375254,48787,5877,56354,1387,2336,207,,,,,,,,,,
03-07-2021,232076,147809,546075,375313,48817,5880,56416,1387,2336,207,,,,,,,,,,
04-07-2021,232115,147835,546233,375354,48835,5881,56484,1400,2336,207,,,,,,,,,,
05-07-2021,232152,147881,546362,375431,48849,5888,56526,1400,2336,208,,,,,,,,,,
06-07-2021,232216,147926,546591,375515,48891,5889,56595,1400,2336,208,,,,,,,,,,
07-07-2021,232264,147992,546815,375584,48994,5891,56666,1400,2336,208,,,,,,,,,,
08-07-2021,232321,148043,546977,375654,49054,5892,56738,1402,2336,208,,,,,,,,,,
09-07-2021,232356,148094,547148,375725,49094,5893,56818,1402,2336,208,,,,,,,,,,
10-07-2021,232386,148133,547301,375785,49115,5897,56881,1402,2336,208,,,,,,,,,,
11-07-2021,232416,148163,547425,375839,49134,5898,56913,1402,2336,208,,,,,,,,,,
12-07-2021,232448,148205,547536,375899,49159,5899,56936,1407,2336,208,,,,,,,,,,
13-07-2021,232483,148238,547693,375978,49177,5899,56987,1410,2336,208,,,,,,,,,,
14-07-2021,232533,148294,547833,376053,49200,5899,57027,1433,2343,208,,,,,,,,,,
15-07-2021,232585,148341,548011,376149,49223,5899,57066,1433,2345,208,,,,,,,,,,
16-07-2021,232634,148395,548190,376221,49258,5899,57128,1433,2345,208,,,,,,,,,,
17-07-2021,232674,148459,548345,376294,49292,5902,57178,1433,2346,208,,,,,,,,,,
18-07-2021,232715,148507,548467,376360,49310,5902,57204,1437,2346,208,,,,,,,,,,
19-07-2021,232775,148572,548598,376438,49332,5902,57234,1437,2346,208,,,,,,,,,,
20-07-2021,232863,148651,548767,376544,49382,5909,57272,1437,2346,208,,,,,,,,,,
21-07-2021,232960,148748,548946,376646,49413,5909,57321,1437,2347,208,,,,,,,,,,
22-07-2021,233126,148861,549139,376772,49465,5911,57357,1437,2350,208,,,,,,,,,,
23-07-2021,233270,148951,549308,376887,49510,5911,57419,1437,2350,208,,,,,,,,,,
24-07-2021,233405,149038,549454,376969,49540,5911,57446,1437,2350,208,,,,,,,,,,
25-07-2021,233496,149135,549590,377038,49582,5912,57461,1437,2351,208,,,,,,,,,,
26-07-2021,233633,149271,549717,377148,49623,5914,57477,1437,2352,208,,,,,,,,,,
27-07-2021,233838,149467,549888,377284,49687,5914,57505,1437,2354,208,,,,,,,,,,
28-07-2021,234060,149672,550122,377416,49735,5915,57559,1437,2358,208,,,,,,,,,,
29-07-2021,234257,149912,550373,377517,49792,5916,57599,1437,2365,208,,,,,,,,,,
30-07-2021,234493,150087,550607,377739,49876,5916,57619,1437,2365,208,,,,,,,,,,
31-07-2021,234716,150295,550804,377888,49913,5916,57652,1437,2383,208,,,,,,,,,,
01-08-2021,234857,150490,550955,378022,49944,5916,57672,1440,2365,208,,,,,,,,,,
02-08-2021,234981,150704,551092,378216,49970,5922,57693,1440,2394,208,,,,,,,,,,
03-08-2021,235185,150994,551301,378410,50027,5924,57706,1441,2396,211,,,,,,,,,,
04-08-2021,235581,151363,551576,378677,50096,5928,57740,1441,2409,212,,,,,,,,,,
05-08-2021,235945,151841,551922,378972,50184,5929,57765,1443,2414,212,,,,,,,,,,
06-08-2021,236336,152272,552368,379241,50320,5929,57794,1443,2414,212,,,,,,,,,,
07-08-2021,236711,152664,552710,379491,50398,5929,57840,1443,2434,212,,,,,,,,,,
08-08-2021,236952,152966,553047,379728,50454,5936,57864,1443,2439,212,,,,,,,,,,
09-08-2021,237238,153329,553382,380024,50522,5937,57888,1443,2447,214,,,,,,,,,,
10-08-2021,237738,153866,553768,380384,50616,5940,57924,1443,2460,216,,,,,,,,,,
11-08-2021,238286,154405,554304,380810,50756,5947,57953,1443,2471,216,,,,,,,,,,
12-08-2021,238865,155112,554833,381235,50877,5949,57975,1447,2490,218,,,,,,,,,,
13-08-2021,239432,155659,555376,381638,51004,5949,57998,1447,2490,218,,,,,,,,,,
14-08-2021,239882,156085,555882,382008,51133,5949,58027,1447,2490,218,,,,,,,,,,
15-08-2021,240269,156536,556333,382362,51221,5958,58057,1450,2530,220,,,,,,,,,,
16-08-2021,240679,156929,556769,382741,51326,5959,58073,1450,2543,221,,,,,,,,,,
17-08-2021,241347,157547,557280,383154,51465,5968,58110,1456,2559,221,,,,,,,,,,
18-08-2021,242165,158321,557930,383649,51661,5976,58137,1456,2582,221,,,,,,,,,,
19-08-2021,242912,158985,558633,384191,51895,5986,58181,1458,2614,221,,,,,,,,,,
20-08-2021,243719,159682,559343,384719,52064,5986,58222,1458,2614,224,,,,,,,,,,
21-08-2021,244396,160252,560026,385112,52280,5986,58260,1458,2614,224,,,,,,,,,,
22-08-2021,244863,160719,560516,385464,52457,6003,58293,1460,2672,224,,,,,,,,,,
23-08-2021,245504,161280,561021,385900,52607,6014,58329,1460,2687,225,,,,,,,,,,
24-08-2021,246577,161986,561653,386474,52651,6021,58429,1462,2697,225,,,,,,,,,,
25-08-2021,247676,162704,562456,387104,52815,6022,58476,1462,2705,225,,,,,,,,,,
26-08-2021,248841,163591,563334,387744,53058,6031,58510,1469,2721,230,,,,,,,,,,
27-08-2021,250064,164370,564094,388270,53397,6031,58604,1469,2721,230,,,,,,,,,,
28-08-2021,251016,164980,564800,388789,53641,6031,58652,1469,2721,230,,,,,,,,,,
29-08-2021,251877,165488,565384,389193,53830,6062,58681,1478,2760,230,,,,,,,,,,
30-08-2021,252792,166078,565991,389754,54111,6065,58712,1478,2763,233,,,,,,,,,,
31-08-2021,254129,166863,566787,390434,54408,6072,58762,1486,2774,233,,,,,,,,,,
01-09-2021,255464,167679,567597,391168,54702,6077,58801,1486,2784,233,,,,,,,,,,
02-09-2021,256878,168384,568469,391919,55119,6082,58851,1491,2798,233,,,,,,,,,,
03-09-2021,258188,169075,569334,392586,55482,6082,58892,1491,2798,233,,,,,,,,,,
04-09-2021,259633,169736,569985,393231,55865,6082,58935,1491,2798,233,,,,,,,,,,
05-09-2021,260448,170317,570601,393737,56251,6082,58967,1506,2798,233,,,,,,,,,,
06-09-2021,261746,170872,571119,394300,56537,6111,59000,1511,2852,235,,,,,,,,,,
07-09-2021,262967,171568,571793,394950,56930,6125,59054,1520,2868,236,,,,,,,,,,
08-09-2021,264465,172381,572646,395732,57177,6142,59109,1520,2885,236,,,,,,,,,,
09-09-2021,265932,173222,573484,396673,57606,6153,59207,1532,2909,240,,,,,,,,,,
10-09-2021,267577,174085,574328,397596,57946,6153,59277,1532,2909,241,,,,,,,,,,
11-09-2021,269055,174747,575039,398296,58363,6153,59336,1532,2909,247,,,,,,,,,,
12-09-2021,270633,175280,575623,398911,58780,6226,59374,1541,3031,252,,,,,,,,,,
13-09-2021,272051,175848,576135,399554,59272,6292,59424,1541,3066,255,,,,,,,,,,
14-09-2021,273688,176518,576963,400307,59750,6298,59471,1551,3129,260,,,,,,,,,,
15-09-2021,275411,177249,577729,401143,60185,6332,59540,1551,3180,270,,,,,,,,,,
16-09-2021,277410,178015,578559,401986,60634,6350,59616,1555,3237,278,,,,,,,,,,
17-09-2021,279009,178688,579317,402780,61116,6350,59662,1555,3237,281,,,,,,,,,,
18-09-2021,280596,179306,579954,403489,61670,6350,59723,1555,3237,284,,,,,,,,,,
19-09-2021,282025,179746,580494,404129,62163,6405,59763,1570,3436,284,,,,,,,,,,
20-09-2021,283547,180285,581090,404729,62509,6430,59823,1586,3501,287,,,,,,,,,,
21-09-2021,284864,180971,581700,405388,62939,6449,59877,1609,3577,287,,,,,,,,,,
22-09-2021,286551,181816,582429,406152,63391,6490,59948,1609,3629,287,,,,,,,,,,
23-09-2021,288220,182571,583089,406878,63907,6524,60009,1654,3707,293,,,,,,,,,,
24-09-2021,290091,183418,583745,407663,64442,6524,60103,1668,3768,294,,,,,,,,,,
25-09-2021,291617,184107,584353,408276,64989,6524,60229,1692,3850,295,,,,,,,,,,
26-09-2021,293359,184834,584793,408756,65387,6607,60300,1717,3936,295,,,,,,,,,,
27-09-2021,294629,185433,585278,409253,65815,6639,60340,1731,4004,296,,,,,,,,,,
28-09-2021,296336,186238,585868,409856,66215,6680,60453,1747,4088,296,,,,,,,,,,
29-09-2021,298057,187031,586516,410574,66809,6680,60558,1747,4187,299,,,,,,,,,,
30-09-2021,299705,187790,587164,411174,67272,6757,60640,1788,4272,302,,,,,,,,,,
01-10-2021,301314,188433,587769,411775,67725,6757,60743,1796,4412,302,,,,,,,,,,
02-10-2021,302596,189126,588306,412230,68081,6757,60870,1804,4505,302,,,,,,,,,,
03-10-2021,303726,189814,588823,412654,68535,6843,60979,1819,4580,302,,,,,,,,,,
04-10-2021,304423,190327,589229,413114,68751,6883,61052,1824,4670,303,,,,,,,,,,
05-10-2021,305686,191088,589853,413623,69218,6908,61136,1833,4741,303,,,,,,,,,,
06-10-2021,306924,191701,590421,414208,69854,6938,61267,1840,4857,306,,,,,,,,,,
07-10-2021,308188,192469,591082,414870,70405,6963,61399,1848,4987,306,,,,,,,,,,
08-10-2021,309272,193084,591655,415478,70906,6963,61488,1848,5087,306,,,,,,,,,,
09-10-2021,310310,193752,592149,416036,71404,6963,61594,1848,5160,306,,,,,,,,,,
10-10-2021,310940,194237,592504,416452,71829,6963,61670,1848,5258,306,,,,,,,,,,
11-10-2021,311540,194646,592854,416897,72094,7062,61730,1869,5367,309,,,,,,,,,,
12-10-2021,312195,195140,593222,417476,72407,7086,61842,1873,5449,309,,,,,,,,,,
13-10-2021,313123,195728,593594,418093,72723,7112,61902,1877,5582,309,,,,,,,,,,
14-10-2021,314166,196416,594193,418800,73005,7130,62010,1881,5669,312,,,,,,,,,,
15-10-2021,314939,197176,594683,419488,73431,7130,62111,1881,5735,312,,,,,,,,,,
16-10-2021,315728,197849,595052,419965,73746,7130,62184,1881,5793,312,,,,,,,,,,
17-10-2021,316331,198311,595419,420311,74046,7202,62236,1889,5846,312,,,,,,,,,,
18-10-2021,316860,198797,595720,420703,74298,7214,62348,1889,5896,315,,,,,,,,,,
19-10-2021,317667,199499,596090,421151,74559,7220,62386,1898,5965,315,,,,,,,,,,
20-10-2021,318437,200228,596542,421566,74912,7239,62474,1898,6032,315,,,,,,,,,,
21-10-2021,319100,200894,596956,421969,75216,7262,62597,1928,6072,315,,,,,,,,,,
22-10-2021,319808,201499,597366,422455,75449,7262,62696,1928,6112,315,,,,,,,,,,
23-10-2021,320316,202050,597676,422849,75685,7262,62849,1928,6163,315,,,,,,,,,,
24-10-2021,320682,202537,597915,423167,75839,7319,62917,1964,6185,315,,,,,,,,,,
25-10-2021,321138,202951,598214,423571,75980,7326,62998,1964,6206,315,,,,,,,,,,
26-10-2021,321769,203584,598545,424017,76203,7352,63115,1984,6263,317,,,,,,,,,,
27-10-2021,322315,204342,599011,424480,76444,7383,63239,1984,6332,317,,,,,,,,,,
28-10-2021,322921,204919,599427,425036,76687,7409,63374,1992,6380,317,,,,,,,,,,
29-10-2021,323452,205495,599771,425655,76877,7409,63479,1992,6413,317,,,,,,,,,,
30-10-2021,323784,205984,600180,426167,77042,7409,63601,1992,6445,317,,,,,,,,,,
31-10-2021,324124,206326,600515,426671,77175,7468,63705,1994,6476,319,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
